ID_ETU1;ID_ETU2;BEST_ETU
1387;2192;2192
5874;3475;3475
2217;8178;2217
1119;4473;4473
7624;8378;7624
7707;3115;3115
2992;5974;2992
7307;7297;7297
3232;4661;4661
5434;9211;9211
4618;7236;4618
5511;6514;5511
5318;1839;5318
3382;850;850
5548;5432;5432
5698;436;436
3601;728;3601
738;2631;2631
9852;1545;1545
5721;974;974
7279;7255;7279
6445;4171;4171
9746;802;9746
2407;6974;6974
5593;647;5593
5241;7939;5241
7282;7709;7709
5485;8566;8566
4364;4768;4364
4519;1907;4519
890;3662;3662
2882;3867;3867
1371;9327;9327
4649;5715;5715
7775;6226;7775
993;1293;1293
4332;968;4332
5248;9089;5248
1526;9812;1526
4180;4842;4180
7950;4182;4182
772;2624;2624
5769;3619;5769
6238;3121;6238
8598;3256;3256
5349;3323;5349
2061;2742;2061
7389;5845;7389
4666;5055;5055
7446;2576;7446
6274;7607;6274
2926;9755;2926
7434;1310;1310
2022;5005;5005
4712;4045;4045
5369;1820;5369
8557;9517;8557
2040;8297;2040
7222;2799;7222
4088;835;4088
6681;7777;6681
3056;6301;6301
6478;1984;1984
8479;8928;8479
5449;7358;5449
7077;8066;7077
4286;4581;4581
5618;2412;2412
1611;4914;1611
1415;3861;3861
9681;4087;9681
8158;7878;7878
5768;5935;5768
3476;5394;3476
462;7537;462
5509;5283;5509
7738;1265;7738
9139;9387;9387
1852;4343;4343
7336;2629;7336
5629;1533;1533
258;6500;258
1855;2007;2007
6612;1223;1223
3491;5376;5376
1545;1179;1545
6689;4450;6689
9899;6396;6396
7945;5145;7945
4940;5531;4940
8367;4412;8367
8579;8186;8186
3017;1243;3017
2175;2006;2006
4139;5073;4139
3074;9564;9564
7765;5152;7765
6509;3440;6509
5412;3353;5412
1127;2249;2249
4628;9946;9946
4120;1821;1821
5502;9412;9412
2018;1341;2018
3210;3182;3182
9506;9922;9922
8224;8660;8224
4817;4368;4817
1994;2085;2085
265;9163;9163
789;2084;2084
9196;6529;9196
4943;782;4943
8194;1328;1328
1187;7669;1187
6992;4240;4240
9708;4081;4081
2843;5102;2843
8071;1789;8071
1218;5215;1218
947;6443;6443
9441;7609;7609
978;4839;4839
302;5483;302
9695;419;419
8887;5038;5038
2308;6989;2308
8006;7454;7454
9152;5662;9152
781;5356;5356
130;1325;130
8155;4808;8155
6617;2984;2984
1367;3313;1367
9443;7103;9443
2130;8092;2130
9680;7354;9680
1093;9360;9360
3936;4347;4347
7516;2533;7516
4301;1943;4301
3892;3953;3892
1381;6718;6718
5600;4632;4632
6359;9395;6359
364;4808;4808
533;9267;9267
9213;4646;4646
4347;7934;7934
335;5925;5925
7873;9340;7873
7048;465;7048
830;784;830
775;1200;775
5932;5777;5777
8593;85;85
3375;3806;3806
6024;9382;9382
171;8284;8284
8496;5152;8496
8719;9027;9027
7915;8636;8636
3036;2096;3036
7880;5658;7880
3460;7698;3460
1189;1031;1031
8857;72;72
5812;4927;5812
8460;369;8460
2686;732;732
2184;6186;6186
586;5499;5499
166;4571;4571
3093;810;810
461;2646;2646
6463;5172;6463
3108;7225;7225
2765;7060;7060
5030;4748;4748
1486;5873;5873
6935;5150;6935
112;541;112
9346;7845;7845
2559;746;746
7598;8489;8489
7602;6273;7602
4699;8533;4699
4618;4932;4932
8260;264;264
2011;1198;1198
5705;2996;5705
6965;3009;3009
5565;9917;5565
4287;4585;4585
6565;6227;6227
9398;473;9398
9261;5361;5361
651;812;651
7959;5757;5757
4431;5817;5817
6456;231;6456
6639;6740;6639
4108;4770;4770
4685;1250;4685
3976;6053;3976
9855;9880;9855
6138;1561;1561
3042;2393;2393
5830;8389;8389
2730;8894;2730
1947;3529;1947
9393;8954;8954
4329;4320;4320
216;3480;216
9025;5696;5696
1988;3475;1988
9700;6700;6700
3689;5797;5797
5967;4996;5967
4861;8901;4861
8387;6497;6497
718;7302;7302
2991;8285;2991
7503;7464;7464
6701;6991;6701
2511;3962;2511
545;9194;545
4156;4876;4876
379;3904;3904
7421;8161;8161
4968;7802;7802
9583;1703;1703
9411;4971;4971
9195;5006;5006
9796;5739;5739
2892;6658;6658
3274;8488;3274
7662;6679;6679
7057;6411;7057
1151;6362;1151
5636;3548;3548
4547;9601;4547
2841;3649;3649
6649;8011;8011
9970;6137;9970
4698;1807;4698
2318;1845;2318
5420;9377;9377
5798;7537;5798
1672;9125;1672
4243;780;4243
2650;5235;2650
8361;929;929
8915;2538;2538
7411;9667;9667
8051;5525;8051
2154;8041;2154
1747;5212;1747
7192;9626;7192
8107;4698;4698
5072;8278;8278
4140;6325;4140
604;6345;604
3880;8946;3880
4041;1650;1650
8757;7246;8757
575;4265;4265
4820;2490;2490
3853;4680;4680
7538;1246;7538
9863;6631;9863
4976;3715;4976
7896;4227;4227
3085;193;3085
9385;9868;9385
6896;7184;6896
7625;9881;7625
6345;5820;5820
3072;7575;3072
5068;1585;1585
3201;7313;7313
951;7577;951
2367;7928;7928
4029;3718;4029
8280;4658;4658
3028;3626;3028
3190;2747;2747
3251;9805;3251
7771;6748;7771
9859;7906;7906
3106;8462;3106
194;9589;9589
8910;9883;8910
539;3624;539
8864;4580;4580
393;7340;7340
1529;5126;1529
5477;8027;5477
8826;2358;8826
7769;2673;2673
6102;2581;2581
3871;3200;3871
4694;7822;7822
8992;3945;8992
9299;2604;2604
828;7197;828
6227;4392;6227
9211;9726;9726
5677;4763;4763
4840;558;558
8424;317;8424
2984;7405;2984
2238;4901;2238
7666;9683;9683
3970;6694;3970
2260;391;2260
9635;3621;9635
5145;6217;6217
2755;806;806
571;5278;5278
8940;9777;9777
8877;5469;5469
6489;8927;6489
7279;3728;7279
5416;5334;5416
9852;9267;9267
8442;6282;6282
4857;1445;4857
6658;9474;6658
5722;3539;3539
7044;6198;7044
8619;1432;1432
2431;8339;8339
3157;2038;2038
5295;2318;2318
9257;7026;7026
7330;9827;9827
9652;6419;6419
9150;4466;4466
8584;7355;7355
9037;1206;1206
6101;9491;6101
4994;3351;3351
3709;6635;6635
4632;9965;9965
2617;4640;4640
3794;2175;3794
3490;7907;7907
2602;2982;2602
2606;9760;2606
2471;2679;2679
9367;2128;2128
1330;2771;2771
6283;6659;6283
5440;2493;2493
429;3627;429
2506;5694;2506
5700;4169;4169
797;1517;1517
7475;5578;7475
778;4610;4610
1903;3035;3035
3942;6084;3942
3008;2299;3008
8620;479;8620
3360;8935;8935
4730;6991;4730
223;3331;223
5562;1122;5562
9775;9657;9657
203;1675;1675
2598;4059;2598
6378;5755;6378
2655;6199;6199
1739;5336;1739
7603;4524;7603
6083;7873;7873
8534;6543;6543
4658;9068;4658
6879;8187;8187
1871;3550;1871
3251;5373;5373
367;2201;2201
926;9630;9630
1650;5259;1650
242;5000;5000
5226;6810;5226
615;136;615
4911;97;4911
789;8880;8880
7189;2852;7189
2865;1049;1049
3830;8022;3830
6485;3582;3582
9546;8996;8996
5975;6510;6510
1986;5452;5452
7141;9968;7141
9176;5851;5851
7490;3368;7490
9070;4331;9070
1147;5299;5299
939;6117;939
1609;4879;1609
3215;3590;3215
679;5312;5312
6173;1062;1062
7790;9523;7790
5674;8740;5674
8266;905;905
7557;964;964
527;8103;527
1354;1893;1354
3406;2205;3406
7492;501;7492
6876;49;6876
7729;5761;7729
5976;4537;4537
9125;1670;1670
1389;5481;5481
9455;404;404
7721;7282;7721
8192;8684;8684
1011;1451;1451
464;8073;8073
117;8629;8629
9936;4971;4971
2390;5778;5778
9090;4764;4764
9462;1821;9462
8023;1995;1995
4886;878;878
5622;1164;1164
3919;3660;3919
825;5559;5559
4778;1809;1809
3765;2185;2185
8422;3367;8422
1938;871;1938
5650;7595;5650
5386;5547;5386
7825;8755;7825
8391;6922;8391
5434;806;806
76;4388;76
5596;4752;4752
5176;3120;3120
791;5122;791
3449;3070;3449
4278;4911;4911
1013;8788;1013
9006;3058;9006
9620;2140;2140
6685;8904;6685
1935;5792;1935
5612;7956;5612
1497;3006;1497
7465;7762;7762
456;7404;456
6687;190;190
8578;9097;8578
6473;9798;6473
7922;1987;1987
1462;2987;1462
7486;6593;6593
5499;4310;5499
264;4904;4904
6113;3745;3745
8106;640;8106
2010;2197;2197
5658;769;5658
7254;3255;7254
2079;394;394
709;3430;709
3735;5634;5634
7496;6514;7496
9693;963;963
3950;159;3950
9697;3609;3609
9047;394;394
8459;1726;1726
8202;3004;3004
4366;2317;4366
2995;3943;2995
1260;1706;1260
9091;6833;9091
2099;3984;2099
2877;1871;1871
8650;9598;9598
2509;5722;5722
4620;4886;4620
1414;3266;1414
9009;6066;9009
8945;9807;9807
3179;1663;3179
2035;5948;5948
6601;5053;6601
9540;4339;4339
5777;3114;3114
1860;6806;1860
9830;1756;9830
3591;7865;3591
1927;9157;9157
5730;545;5730
7024;5770;5770
1324;6255;1324
8714;2555;8714
358;5381;5381
6344;4885;4885
8914;1238;8914
4263;9783;9783
1795;6771;6771
3722;852;852
4527;559;559
3775;1595;3775
9948;2072;2072
4319;765;765
4726;426;426
6302;9786;6302
4159;9494;9494
595;4705;4705
3242;2499;2499
8039;974;974
2226;5091;2226
752;123;752
4439;8400;4439
5479;9574;5479
1869;8079;1869
6439;9386;6439
6943;6343;6343
1486;3900;3900
4845;4379;4379
4357;3092;4357
5100;9045;5100
2172;9772;9772
8236;3062;8236
3379;9252;3379
1214;5065;1214
6893;6216;6216
8162;4134;8162
2032;7628;7628
5646;8132;8132
4677;8334;4677
2212;3228;3228
863;2080;863
7883;8335;7883
904;1311;904
2089;9922;2089
943;2173;2173
6328;4800;6328
6017;437;437
6863;3430;6863
9862;3080;9862
467;4758;467
1741;7236;1741
6336;9832;6336
1248;507;1248
4053;1614;4053
146;7076;7076
4703;4466;4466
4392;4823;4392
4945;6461;6461
4443;1741;1741
6991;9177;6991
4195;1531;4195
3267;514;3267
9987;3099;9987
2820;4357;4357
3094;4482;3094
8514;7641;7641
2301;2172;2301
868;3878;868
1979;4475;4475
9673;5474;5474
7507;9276;7507
3142;5470;5470
8594;552;552
9420;4950;9420
9101;7910;7910
2682;6745;6745
4984;5193;5193
742;9089;742
2588;714;714
9568;7942;9568
569;8073;8073
2945;4531;4531
6345;870;870
2230;5986;2230
926;124;926
5580;4044;4044
4800;1071;4800
6299;604;604
4152;8889;4152
7397;2312;7397
7841;8987;7841
9932;4221;9932
393;5894;5894
4948;2031;4948
1958;5610;5610
8754;1261;1261
6432;7837;7837
8492;6372;6372
9532;753;753
8935;8453;8453
65;2727;65
7124;6801;6801
5549;3913;5549
9515;5544;9515
9433;5655;9433
1154;6366;1154
613;3085;613
2668;5612;5612
7794;3236;7794
7763;28;7763
4791;4820;4791
3886;4533;3886
4082;4348;4082
5924;9951;9951
675;7018;7018
902;4336;902
4054;31;4054
3481;4891;3481
6276;5839;5839
4587;9712;4587
2369;7058;7058
679;1373;1373
6068;5624;5624
9048;380;380
1884;4318;1884
8381;3922;3922
411;1630;1630
9716;5192;5192
4398;8717;8717
599;6745;599
2001;4745;4745
6769;4716;4716
2451;5398;2451
5078;2809;2809
5095;6746;5095
3479;9786;3479
3790;4179;3790
1272;7939;1272
810;4404;810
9518;3847;9518
417;8364;8364
3295;7304;3295
3177;8649;3177
6760;4172;4172
7682;5371;7682
3038;8026;8026
1941;361;361
3156;6644;6644
8665;2822;8665
6713;5412;5412
729;7552;729
2080;5280;5280
3451;6174;3451
6524;592;6524
7019;8762;8762
827;2809;827
2973;7254;2973
6089;1350;1350
1795;1427;1795
1035;9337;9337
6424;7256;6424
5248;1055;5248
9660;5678;5678
7204;6780;6780
8054;5680;5680
1694;2016;1694
1089;8629;8629
3040;8548;3040
1361;804;1361
6409;6735;6409
2308;4567;4567
7798;6756;7798
466;3212;466
8352;5672;8352
6241;1461;6241
5858;4234;4234
3294;7449;7449
3987;3664;3664
5488;6049;5488
4005;767;4005
222;6044;6044
8110;4043;8110
3489;8248;3489
7505;1077;7505
6666;8566;8566
712;783;712
3107;7062;3107
4111;8095;8095
2784;1588;2784
3336;5965;3336
9101;7897;7897
7878;1810;7878
5812;221;221
7178;5637;5637
4625;7109;4625
6802;1349;1349
3667;9642;3667
7735;3369;3369
3442;1143;3442
9529;1590;1590
4481;4433;4481
1250;3703;3703
8632;4778;8632
5418;2840;2840
7400;2863;2863
1000;4242;4242
8414;7759;7759
4768;4742;4768
1255;1473;1473
8189;4561;8189
1142;4823;1142
4619;7581;4619
7817;734;7817
9924;7763;7763
654;5425;654
3714;8357;3714
7357;5246;7357
2443;5285;5285
1232;6885;1232
1166;1542;1542
3084;4041;3084
8170;9173;9173
8067;362;8067
5868;1675;1675
2311;9005;9005
352;9994;352
4946;5148;5148
1690;7974;1690
5722;4458;4458
8747;21;8747
4263;7274;7274
2571;4551;4551
8545;9586;8545
6951;2249;6951
7473;1766;1766
6714;9331;9331
385;580;385
7748;3698;7748
4077;2329;2329
9136;1756;1756
3241;423;423
8761;2747;8761
8249;6043;6043
6070;827;827
6531;2887;6531
7685;1301;7685
27;5846;5846
9374;777;9374
2174;1915;2174
6615;5810;5810
7259;6277;6277
4695;1910;1910
5514;4857;4857
9968;8739;8739
1421;7682;7682
7819;6226;6226
1083;8506;1083
7957;6191;7957
7133;4982;7133
285;6306;285
2051;3730;2051
4607;2028;4607
9664;9678;9664
5743;2670;2670
242;4946;4946
3830;1792;3830
2847;6456;6456
5095;9509;9509
5808;7335;5808
5663;6666;6666
3074;7967;7967
7754;5010;5010
7322;7411;7322
5603;3727;5603
646;8026;8026
3894;2128;3894
2379;3475;3475
9648;8446;9648
454;8812;8812
4701;5412;5412
3157;6520;6520
8647;1893;1893
2074;7377;2074
7264;9490;9490
2851;4296;2851
7532;452;7532
5561;1892;5561
8801;6115;8801
3637;9764;3637
5022;9805;5022
7376;9231;9231
193;4639;193
9293;8203;8203
9969;7758;9969
442;3256;3256
9062;7590;7590
293;9907;293
23;5133;5133
1266;4624;4624
6794;2088;6794
573;3694;573
1371;6702;6702
7800;6554;7800
9465;239;239
3837;8589;8589
1700;9957;1700
1611;2114;2114
153;2997;2997
3225;714;3225
611;5422;5422
5408;5664;5664
3599;9944;9944
5056;4057;5056
8659;9243;9243
7591;1418;7591
302;6301;302
1773;7979;7979
4737;3883;4737
1719;8682;8682
4184;7047;4184
1615;5383;5383
4182;7784;4182
5735;5503;5735
500;6494;500
6382;9297;9297
1959;1376;1376
5393;9101;5393
5345;586;5345
1569;8846;1569
7279;5443;5443
4335;4278;4335
1395;1859;1859
3258;191;191
683;7523;7523
7163;8234;8234
2496;7450;7450
2485;113;2485
8287;8090;8287
2865;9049;9049
9241;5228;9241
5728;8292;5728
4651;2469;4651
4697;1498;1498
6093;1685;1685
1500;4090;4090
4323;7673;4323
1588;7343;7343
9432;6270;9432
159;7240;7240
3190;2740;2740
4177;4604;4177
1092;4624;4624
5647;8131;8131
6962;7095;7095
6888;2497;6888
5804;9504;5804
1143;546;546
6456;4765;6456
8260;125;125
3090;4795;3090
7158;1698;1698
6621;8174;8174
4726;1031;1031
9210;5458;9210
5479;4602;5479
1438;9546;1438
205;1169;1169
8351;6008;8351
350;5663;350
2559;2207;2207
2160;138;2160
4818;3965;4818
3296;9307;3296
3206;3221;3221
8226;4781;4781
5185;2194;2194
7409;9578;9578
976;5858;976
1789;5251;5251
3488;4268;3488
3753;4931;3753
9062;8565;9062
3379;789;3379
9850;4124;9850
8553;9709;9709
5395;5857;5857
507;5193;5193
4401;4571;4571
6247;2138;2138
9497;8828;9497
9622;4462;9622
239;5079;239
5435;771;5435
6461;3563;6461
4571;8994;4571
3943;3901;3943
8203;2895;8203
4169;5121;4169
6729;4051;6729
1181;4181;1181
8612;848;848
7457;564;564
2970;5723;2970
2825;1826;2825
1661;887;887
3034;3455;3455
4485;7509;7509
728;1548;1548
3822;5383;5383
7626;3474;7626
8542;6596;8542
2782;8229;2782
7346;9530;7346
2222;1265;2222
2183;7123;7123
1352;5822;1352
3982;2456;2456
925;7697;925
1657;5501;5501
3360;5449;5449
1518;5718;1518
3112;6620;3112
4087;7259;7259
5984;6453;6453
8465;7324;7324
1258;4602;4602
4832;7450;7450
9158;2602;9158
9873;3859;9873
1864;8954;8954
7350;8653;8653
5408;1981;1981
7617;2921;7617
4648;5200;5200
520;8600;520
3408;7306;3408
2144;5875;5875
2204;6177;6177
9252;9538;9538
4592;7165;4592
2049;1106;1106
1798;810;810
7852;3493;7852
2405;8018;8018
8739;7038;7038
7500;5639;7500
4392;2723;4392
4816;5474;5474
6947;5087;6947
8196;7882;7882
1965;7291;7291
9404;2106;9404
9001;8720;9001
7661;8647;7661
738;7970;738
5643;1404;5643
9378;8480;9378
5425;4580;4580
2192;968;2192
3363;884;884
4556;6056;4556
9941;9818;9941
6249;7553;7553
892;6824;6824
6516;3131;6516
7789;1156;1156
6534;5740;5740
2156;4029;4029
2687;3653;2687
3211;5662;3211
1092;1186;1186
6037;70;70
4426;5167;5167
8867;6073;6073
1010;8898;1010
2682;6144;6144
619;7184;619
5078;9287;5078
9252;4867;9252
2929;9867;2929
9514;7728;7728
3417;8025;8025
7265;5943;5943
2339;454;2339
8270;5557;5557
7263;3121;7263
6972;3263;6972
2696;3676;3676
4126;1287;4126
3047;1018;1018
7957;4057;7957
7797;5005;7797
8040;7328;7328
8222;3566;8222
8238;2160;8238
676;1817;676
7628;177;177
9877;3993;3993
4248;5037;4248
4085;7433;7433
6673;9185;6673
3609;7504;7504
7730;816;816
7714;3450;7714
9276;5172;9276
838;8572;8572
3912;2559;3912
9348;8308;9348
4438;4421;4438
2060;49;2060
7130;5102;7130
97;9712;9712
5651;2905;5651
1896;7199;7199
9839;4495;4495
9095;7681;7681
8727;3664;3664
4064;3414;4064
999;1232;999
8472;6086;6086
4290;403;403
7228;53;53
702;5798;5798
2270;5977;5977
3744;7687;7687
795;3235;3235
7929;7844;7929
6276;8969;6276
9317;5964;9317
9904;9789;9789
2794;6833;2794
6100;9390;6100
7498;8863;7498
6866;4996;6866
7523;6980;7523
8604;6402;8604
90;1955;1955
6378;8492;8492
9487;5638;9487
4483;1585;1585
8276;2211;8276
2830;8449;2830
2433;1268;2433
8342;3049;8342
770;7597;7597
853;6871;6871
8308;1493;1493
7334;2400;7334
7171;5433;5433
968;7926;7926
5955;1558;1558
5379;4286;4286
9904;732;732
668;8943;8943
3591;1340;3591
343;3239;3239
5162;5172;5162
5061;6761;6761
7000;8269;7000
8785;5063;8785
5032;1406;5032
682;8895;8895
6896;4162;6896
513;6868;6868
3974;3181;3974
1007;7973;1007
2398;9823;9823
8887;7160;7160
6493;8075;8075
6242;5965;6242
1211;6617;6617
3061;4731;4731
3920;4175;4175
5414;8884;8884
122;8066;122
5222;1865;5222
133;7958;7958
6442;9713;9713
690;7731;7731
854;5944;854
9345;9795;9345
9594;4637;4637
598;5728;598
5749;6085;5749
2793;371;371
9324;5288;9324
7547;3254;7547
9610;7102;7102
8915;6469;6469
4751;1004;1004
1216;5335;1216
2266;6879;2266
9231;5702;9231
7435;6579;6579
538;6275;538
8050;2745;2745
8824;1639;8824
8125;6711;8125
5430;3131;5430
2909;8266;2909
4310;5083;4310
1420;1584;1584
4664;2423;2423
7083;7179;7179
3186;4454;3186
3721;3032;3032
8609;3095;8609
8522;7835;7835
9894;6622;9894
3070;1885;1885
7287;2923;2923
443;3050;3050
3641;6645;3641
2053;7885;2053
4961;4561;4961
3572;8088;8088
5942;3703;5942
321;6233;6233
6989;2235;6989
5325;950;950
1007;6488;1007
2987;5145;2987
7798;4530;7798
8356;4823;8356
2051;4025;2051
7539;845;7539
4393;4674;4674
1440;5618;1440
4971;9332;9332
535;3876;535
8177;3051;3051
2047;585;585
6902;9753;9753
8129;3219;3219
5676;4151;5676
402;6718;6718
5202;9405;9405
8107;5465;8107
4838;5791;5791
634;6258;6258
3197;1823;1823
2246;4031;2246
8552;8129;8552
1359;7727;1359
1167;5585;5585
7790;8233;7790
9332;8596;8596
7810;1249;7810
3080;6032;6032
6351;1014;6351
6049;7562;7562
3590;1122;1122
1200;1893;1200
8741;3306;3306
61;9710;9710
978;9379;9379
2502;3963;2502
6035;7701;6035
9029;7782;7782
2129;8635;8635
5858;3898;3898
4678;5022;4678
4353;1805;1805
4369;9493;4369
9300;4965;9300
5725;3983;3983
802;6660;6660
2800;2212;2800
976;1528;1528
4869;6254;4869
7986;3897;3897
3791;5821;5821
263;7841;263
5063;9636;5063
82;5786;5786
4211;5876;4211
32;2272;2272
9112;2301;2301
4591;4512;4512
6430;5389;6430
153;8620;8620
8887;3493;8887
8449;8937;8937
4554;9988;9988
6757;3493;6757
123;1690;1690
6247;388;388
8291;1108;8291
8268;1750;1750
5982;8636;8636
8398;2053;2053
4797;3407;4797
232;6320;6320
6179;4770;4770
6529;9592;9592
1285;2934;1285
8506;9483;9483
7881;991;991
6019;7686;6019
5349;5008;5349
4542;9183;9183
6047;273;6047
7583;7303;7303
1169;2607;2607
3084;270;270
6051;8537;8537
3330;9179;9179
9404;821;9404
6567;1480;1480
5659;3893;5659
7562;1562;1562
5263;7264;7264
3606;3395;3395
3361;715;3361
9417;1708;9417
7271;7338;7271
2393;5;2393
4196;272;272
9254;6378;6378
199;2790;2790
9424;1715;9424
6414;3190;6414
8139;2494;8139
8567;7698;7698
6355;2742;2742
6263;3362;3362
2703;1935;2703
5987;1795;5987
9840;2477;2477
3299;1387;1387
8663;8303;8663
7773;5701;5701
5719;642;5719
1596;9096;1596
4562;1247;4562
997;1840;1840
4617;7534;7534
3838;9807;3838
7181;8166;7181
2063;4908;2063
8382;9485;9485
4650;7848;7848
7919;1087;1087
9803;7210;7210
317;494;317
9617;3958;9617
3770;9342;3770
5974;2048;2048
995;5892;995
5373;7797;7797
934;8282;8282
4864;7315;7315
5077;6635;5077
1454;3631;3631
4547;5568;5568
8557;373;8557
1569;3291;1569
7521;3922;3922
7131;5313;5313
454;7997;454
6155;1632;1632
2361;3672;3672
7796;87;87
94;3028;94
771;2287;2287
5284;3341;5284
486;7570;7570
2953;3961;3961
6130;9513;6130
6368;5354;6368
500;7053;500
2561;8412;8412
2778;4305;4305
171;7897;171
263;4352;4352
4549;1965;4549
5299;1795;5299
7834;605;605
9735;5848;5848
1354;6889;1354
6710;6099;6710
3813;2359;3813
5658;2883;5658
9623;8795;8795
6185;8918;6185
3253;8638;8638
162;1806;1806
1135;608;1135
9599;4640;4640
3697;2892;2892
9771;9346;9771
2611;2358;2358
2921;9369;9369
4713;4162;4713
3454;8636;3454
4660;1259;1259
84;7663;7663
2463;6351;6351
9573;4645;9573
7896;8522;7896
9619;8537;8537
9891;3343;3343
7229;7387;7229
9613;399;9613
8123;4429;8123
3095;7308;3095
4279;1068;4279
140;800;140
1055;8323;8323
5853;4557;5853
3845;9171;9171
6587;4842;6587
9457;2036;9457
9907;6138;9907
7962;1191;1191
8099;692;692
6011;7264;6011
1246;6329;6329
9661;8071;8071
2341;4890;4890
5619;8076;8076
672;6806;672
3005;2985;3005
3671;8942;8942
2089;5932;2089
9462;7849;7849
8731;6938;8731
5801;6141;5801
5006;2769;5006
636;4000;4000
9254;7309;7309
3875;1103;3875
4864;4426;4426
3436;4261;3436
9553;7084;9553
5716;6129;6129
3533;6413;6413
819;4590;819
6015;6212;6212
4520;8207;4520
5788;2397;2397
3351;3241;3241
6988;4613;4613
9804;9657;9804
155;9085;155
296;4836;296
2319;6205;2319
3358;2720;2720
898;837;898
8493;8355;8355
5984;5253;5253
8850;7763;7763
4646;4357;4646
1719;3369;3369
7650;7844;7650
941;3347;941
4819;6110;6110
455;642;642
5070;1656;1656
2972;1534;2972
3309;6790;6790
254;2571;2571
6291;9245;9245
6848;3025;6848
2708;8297;8297
8398;6607;8398
9742;3620;3620
6268;4614;6268
6442;2966;2966
8395;2870;2870
1910;7199;1910
3645;4565;3645
1291;78;1291
8906;9088;9088
8587;296;296
364;9502;364
2665;4498;4498
7839;3464;3464
5185;7041;7041
4069;9504;9504
1913;1480;1480
2115;5482;2115
8144;6495;6495
6669;5777;5777
5752;9419;5752
4802;9829;4802
4942;7795;4942
7182;8779;8779
373;2097;2097
4753;9953;4753
870;976;870
6121;7586;7586
4620;5752;5752
1417;3381;1417
3844;4136;3844
3509;950;3509
987;3222;3222
3011;2965;3011
9418;9600;9418
2696;2438;2438
1974;9098;1974
9236;2712;2712
6198;3457;3457
8164;5669;5669
8289;8800;8800
2554;8295;8295
1386;5292;5292
3755;4016;4016
1414;474;1414
9692;9010;9692
642;9290;9290
2629;9518;9518
1670;8330;8330
5003;4408;5003
7367;3189;3189
270;8808;270
8331;4419;4419
1895;8327;1895
7658;5120;7658
6483;5839;6483
603;6488;603
1331;5767;5767
5445;1380;5445
9691;3121;9691
7471;8683;8683
4496;5026;5026
5350;9296;5350
462;1197;462
9386;4469;9386
9437;8187;8187
3166;6307;6307
5561;1935;5561
9292;5646;5646
7080;4940;7080
6129;3287;3287
1679;785;785
3090;7710;3090
6789;4556;4556
744;9265;744
2685;2379;2379
2243;2375;2243
2556;4869;2556
1643;1126;1126
5192;8694;8694
8789;9963;8789
9123;1699;9123
6641;416;416
8823;1265;8823
3189;344;3189
7193;3772;7193
9737;9285;9285
2914;4919;2914
4390;8677;8677
4784;8285;4784
6019;317;317
272;393;272
6349;100;100
2426;9757;9757
3356;6878;3356
2997;4545;2997
8633;8731;8731
8952;5306;8952
9749;8099;9749
7236;7859;7859
8697;6252;6252
8598;1116;1116
7394;9364;7394
7979;4503;7979
8944;7285;8944
1154;1911;1911
9648;1835;9648
9067;4643;4643
5005;2680;5005
1193;7850;7850
4603;115;115
5282;3502;5282
5325;5425;5325
2745;5641;2745
5783;9498;5783
8277;5395;8277
8294;6657;6657
5160;4665;4665
5731;4794;5731
5947;3896;3896
3795;3184;3184
4825;1754;4825
365;5411;5411
8523;6009;6009
9677;330;330
1000;1422;1422
6713;2752;2752
3744;5889;5889
3612;7378;7378
5599;4271;5599
6339;9568;9568
4153;2942;2942
6791;6406;6791
4288;4468;4468
7495;3377;3377
8262;7609;7609
1796;8536;1796
1033;3475;3475
801;8768;801
5206;2087;2087
9711;597;9711
6934;8517;8517
6322;4270;4270
4707;2404;2404
5485;3466;3466
39;3061;39
2212;9407;9407
4813;9292;4813
858;3456;858
6079;7299;7299
6698;1588;6698
8765;2917;8765
6258;6097;6258
623;3317;3317
9386;1998;1998
9774;6985;6985
9322;4013;9322
7853;2663;7853
6677;1355;1355
3394;5238;3394
6591;4964;4964
1263;8412;1263
7606;7004;7606
3379;3137;3137
4440;2325;2325
6499;8973;6499
2028;427;427
6639;1937;6639
9263;8709;8709
5001;544;5001
4723;6497;6497
6145;69;6145
5108;4586;5108
1580;7324;7324
2819;778;2819
4569;8902;8902
2122;6337;2122
5070;4533;5070
4853;6086;4853
7894;7969;7969
1927;8828;1927
9850;2150;9850
1193;8647;1193
5158;3233;5158
6524;7395;6524
1095;6128;6128
7235;2485;7235
9621;9556;9556
9062;7502;9062
4755;230;4755
8659;1325;1325
2760;7851;2760
3252;4938;3252
4121;2098;4121
9109;9089;9109
623;6667;623
4237;1153;4237
1946;8017;1946
3217;5133;5133
6394;6397;6394
6205;2617;2617
6761;1938;6761
9864;1809;1809
8608;1407;8608
4480;2196;4480
4168;3665;3665
4038;4302;4038
5336;5447;5336
6504;5835;6504
5423;4617;5423
168;4307;4307
701;8570;701
5845;193;5845
9925;8546;8546
6107;9403;6107
4773;6073;6073
5048;3230;3230
2515;6651;6651
2740;6646;6646
4146;2150;4146
2869;6728;2869
719;9875;9875
6224;8917;8917
8100;8293;8100
6440;737;737
4471;3818;3818
8470;3714;8470
3349;8110;8110
7595;2956;7595
6745;1648;1648
3082;1395;3082
7796;6722;6722
9327;6266;9327
5358;2663;5358
6735;805;6735
994;6189;6189
3873;1441;1441
4949;2171;2171
2208;2663;2208
2023;3141;2023
